year,resource,variable,units,magnitude,source,data_value,flag
2014,Total generation,Resource rent,Dollars,Thousands,Environmental Accounts,1142950,R
2014,Waste heat,Generation,Gigawatt hours,Actual,MBIE,48,F
2014,Wind,Closing stock,Dollars,Thousands,Environmental Accounts,697678,R
2014,Wind,Generation,Gigawatt hours,Actual,MBIE,2066,F
2014,Wind,Gigawatt hours,Number,Percent,MBIE,5,F
2014,Wind,Opening stock,Dollars,Thousands,Environmental Accounts,633328,R
2014,Wind,Other changes,Dollars,Thousands,Environmental Accounts,64349,R
2014,Wind,Resource rent,Dollars,Thousands,Environmental Accounts,55814,R
2014,Wood,Closing stock,Dollars,Thousands,Environmental Accounts,185592,R
2014,Wood,Generation,Gigawatt hours,Actual,MBIE,550,F
2014,Wood,Gigawatt hours,Number,Percent,MBIE,1,F
2014,Wood,Opening stock,Dollars,Thousands,Environmental Accounts,171475,R
2014,Wood,Other changes,Dollars,Thousands,Environmental Accounts,14116,R
2014,Wood,Resource rent,Dollars,Thousands,Environmental Accounts,14847,R
2015,Biogas,Closing stock,Dollars,Thousands,Environmental Accounts,75852,R
2015,Biogas,Generation,Gigawatt hours,Actual,MBIE,232,F
2015,Biogas,Gigawatt hours,Number,Percent,MBIE,1,F
2015,Biogas,Opening stock,Dollars,Thousands,Environmental Accounts,69069,R
2015,Biogas,Other changes,Dollars,Thousands,Environmental Accounts,6782,R
2015,Biogas,Resource rent,Dollars,Thousands,Environmental Accounts,6068,R
2015,Coal,Generation,Gigawatt hours,Actual,MBIE,2152,F
2015,Gas,Generation,Gigawatt hours,Actual,MBIE,6564,R
2015,Geothermal,Closing stock,Dollars,Thousands,Environmental Accounts,2428377,R
2015,Geothermal,Generation,Gigawatt hours,Actual,MBIE,7414,F
2015,Geothermal,Gigawatt hours,Number,Percent,MBIE,17,F
2015,Geothermal,Opening stock,Dollars,Thousands,Environmental Accounts,2238687,R
2015,Geothermal,Other changes,Dollars,Thousands,Environmental Accounts,189689,R
2015,Geothermal,Resource rent,Dollars,Thousands,Environmental Accounts,194270,R
2015,Hydro,Closing stock,Dollars,Thousands,Environmental Accounts,7772820,R
2015,Hydro,Generation,Gigawatt hours,Actual,MBIE,23732,F
2015,Hydro,Gigawatt hours,Number,Percent,MBIE,55,F
2015,Hydro,Opening stock,Dollars,Thousands,Environmental Accounts,7832948,R
2015,Hydro,Other changes,Dollars,Thousands,Environmental Accounts,-60127,R
2015,Hydro,Resource rent,Dollars,Thousands,Environmental Accounts,621826,R
2015,Oil,Generation,Gigawatt hours,Actual,MBIE,3,F
2015,Renewable,Closing stock,Dollars,Thousands,Environmental Accounts,11155541,R
2015,Renewable,Generation,Gigawatt hours,Actual,MBIE,34061,F
2015,Renewable,Gigawatt hours,Number,Percent,MBIE,80,F
2015,Renewable,Opening stock,Dollars,Thousands,Environmental Accounts,11027050,R
2015,Renewable,Other changes,Dollars,Thousands,Environmental Accounts,128492,R
2015,Renewable,Resource rent,Dollars,Thousands,Environmental Accounts,892443,R
2015,Renewable,Resource rent,Number,Percent,Environmental Accounts,80,F
2015,Solar,Closing stock,Dollars,Thousands,Environmental Accounts,7763,R
2015,Solar,Generation,Gigawatt hours,Actual,MBIE,24,F
2015,Solar,Gigawatt hours,Number,Percent,MBIE,0,F
2015,Solar,Opening stock,Dollars,Thousands,Environmental Accounts,3076,R
2015,Solar,Other changes,Dollars,Thousands,Environmental Accounts,4687,R
2015,Solar,Resource rent,Dollars,Thousands,Environmental Accounts,621,R
2015,Total generation,Generation,Gigawatt hours,Actual,MBIE,42827,R
2015,Total generation,Prices,Number,Average,Electricity Authority,74,F
2015,Total generation,Resource rent,Dollars,Thousands,Environmental Accounts,1122143,R
2015,Waste heat,Generation,Gigawatt hours,Actual,MBIE,47,F
2015,Wind,Closing stock,Dollars,Thousands,Environmental Accounts,702820,R
2015,Wind,Generation,Gigawatt hours,Actual,MBIE,2146,F
2015,Wind,Gigawatt hours,Number,Percent,MBIE,5,F
2015,Wind,Opening stock,Dollars,Thousands,Environmental Accounts,697678,R
2015,Wind,Other changes,Dollars,Thousands,Environmental Accounts,5143,R
2015,Wind,Resource rent,Dollars,Thousands,Environmental Accounts,56226,R
2015,Wood,Closing stock,Dollars,Thousands,Environmental Accounts,167909,R
2015,Wood,Generation,Gigawatt hours,Actual,MBIE,513,F
2015,Wood,Gigawatt hours,Number,Percent,MBIE,1,F
2015,Wood,Opening stock,Dollars,Thousands,Environmental Accounts,185592,R
2015,Wood,Other changes,Dollars,Thousands,Environmental Accounts,-17683,R
2015,Wood,Resource rent,Dollars,Thousands,Environmental Accounts,13433,R
2016,Biogas,Closing stock,Dollars,Thousands,Environmental Accounts,72131,R
2016,Biogas,Generation,Gigawatt hours,Actual,MBIE,249,F
2016,Biogas,Gigawatt hours,Number,Percent,MBIE,1,F
2016,Biogas,Opening stock,Dollars,Thousands,Environmental Accounts,75852,R
2016,Biogas,Other changes,Dollars,Thousands,Environmental Accounts,-3720,R
2016,Biogas,Resource rent,Dollars,Thousands,Environmental Accounts,5771,R
2016,Coal,Generation,Gigawatt hours,Actual,MBIE,1389,F
2016,Gas,Generation,Gigawatt hours,Actual,MBIE,6139,R
2016,Geothermal,Closing stock,Dollars,Thousands,Environmental Accounts,2263436,R
2016,Geothermal,Generation,Gigawatt hours,Actual,MBIE,7825,F
2016,Geothermal,Gigawatt hours,Number,Percent,MBIE,18,F
2016,Geothermal,Opening stock,Dollars,Thousands,Environmental Accounts,2428377,R
2016,Geothermal,Other changes,Dollars,Thousands,Environmental Accounts,-164941,R
2016,Geothermal,Resource rent,Dollars,Thousands,Environmental Accounts,181075,R
2016,Hydro,Closing stock,Dollars,Thousands,Environmental Accounts,7166246,R
2016,Hydro,Generation,Gigawatt hours,Actual,MBIE,24775,F
2016,Hydro,Gigawatt hours,Number,Percent,MBIE,57,F
2016,Hydro,Opening stock,Dollars,Thousands,Environmental Accounts,7772820,R
2016,Hydro,Other changes,Dollars,Thousands,Environmental Accounts,-606574,R
2016,Hydro,Resource rent,Dollars,Thousands,Environmental Accounts,573300,R
2016,Oil,Generation,Gigawatt hours,Actual,MBIE,1,F
2016,Renewable,Closing stock,Dollars,Thousands,Environmental Accounts,10359713,R
2016,Renewable,Generation,Gigawatt hours,Actual,MBIE,35816,F
2016,Renewable,Gigawatt hours,Number,Percent,MBIE,83,F
2016,Renewable,Opening stock,Dollars,Thousands,Environmental Accounts,11155541,R
2016,Renewable,Other changes,Dollars,Thousands,Environmental Accounts,-795829,R
2016,Renewable,Resource rent,Dollars,Thousands,Environmental Accounts,828777,R
2016,Renewable,Resource rent,Number,Percent,Environmental Accounts,83,F
2016,Solar,Closing stock,Dollars,Thousands,Environmental Accounts,11945,R
2016,Solar,Generation,Gigawatt hours,Actual,MBIE,41,F
2016,Solar,Gigawatt hours,Number,Percent,MBIE,0,F
2016,Solar,Opening stock,Dollars,Thousands,Environmental Accounts,7763,R
2016,Solar,Other changes,Dollars,Thousands,Environmental Accounts,4182,R
2016,Solar,Resource rent,Dollars,Thousands,Environmental Accounts,956,R
2016,Total generation,Generation,Gigawatt hours,Actual,MBIE,43394,R
2016,Total generation,Prices,Number,Average,Electricity Authority,62,F
2016,Total generation,Resource rent,Dollars,Thousands,Environmental Accounts,1004150,R
2016,Waste heat,Generation,Gigawatt hours,Actual,MBIE,50,F
2016,Wind,Closing stock,Dollars,Thousands,Environmental Accounts,695702,R
2016,Wind,Generation,Gigawatt hours,Actual,MBIE,2405,F
2016,Wind,Gigawatt hours,Number,Percent,MBIE,6,F
2016,Wind,Opening stock,Dollars,Thousands,Environmental Accounts,702820,R
2016,Wind,Other changes,Dollars,Thousands,Environmental Accounts,-7118,R
2016,Wind,Resource rent,Dollars,Thousands,Environmental Accounts,55656,R
2016,Wood,Closing stock,Dollars,Thousands,Environmental Accounts,150252,R
2016,Wood,Generation,Gigawatt hours,Actual,MBIE,519,F
2016,Wood,Gigawatt hours,Number,Percent,MBIE,1,F
2016,Wood,Opening stock,Dollars,Thousands,Environmental Accounts,167909,R
2016,Wood,Other changes,Dollars,Thousands,Environmental Accounts,-17657,R
2016,Wood,Resource rent,Dollars,Thousands,Environmental Accounts,12020,R
2017,Biogas,Closing stock,Dollars,Thousands,Environmental Accounts,94883,R
2017,Biogas,Generation,Gigawatt hours,Actual,MBIE,269,F
2017,Biogas,Gigawatt hours,Number,Percent,MBIE,1,F
2017,Biogas,Opening stock,Dollars,Thousands,Environmental Accounts,72131,R
2017,Biogas,Other changes,Dollars,Thousands,Environmental Accounts,22752,R
2017,Biogas,Resource rent,Dollars,Thousands,Environmental Accounts,5693,R
2017,Coal,Generation,Gigawatt hours,Actual,MBIE,819,F
2017,Gas,Generation,Gigawatt hours,Actual,MBIE,5081,F
2017,Geothermal,Closing stock,Dollars,Thousands,Environmental Accounts,2705018,R
2017,Geothermal,Generation,Gigawatt hours,Actual,MBIE,7668,F
2017,Geothermal,Gigawatt hours,Number,Percent,MBIE,18,F
2017,Geothermal,Opening stock,Dollars,Thousands,Environmental Accounts,2263436,R
2017,Geothermal,Other changes,Dollars,Thousands,Environmental Accounts,441582,R
2017,Geothermal,Resource rent,Dollars,Thousands,Environmental Accounts,162301,R
2017,Hydro,Closing stock,Dollars,Thousands,Environmental Accounts,9187431,R
2017,Hydro,Generation,Gigawatt hours,Actual,MBIE,26043,F
2017,Hydro,Gigawatt hours,Number,Percent,MBIE,61,F
2017,Hydro,Opening stock,Dollars,Thousands,Environmental Accounts,7166246,R
2017,Hydro,Other changes,Dollars,Thousands,Environmental Accounts,2021185,R
2017,Hydro,Resource rent,Dollars,Thousands,Environmental Accounts,551246,R
2017,Oil,Generation,Gigawatt hours,Actual,MBIE,3,F
2017,Renewable,Closing stock,Dollars,Thousands,Environmental Accounts,13024430,R
2017,Renewable,Generation,Gigawatt hours,Actual,MBIE,36919,F
2017,Renewable,Gigawatt hours,Number,Percent,MBIE,86,F
2017,Renewable,Opening stock,Dollars,Thousands,Environmental Accounts,10359713,R
2017,Renewable,Other changes,Dollars,Thousands,Environmental Accounts,2664717,R
2017,Renewable,Resource rent,Dollars,Thousands,Environmental Accounts,781466,R
2017,Renewable,Resource rent,Number,Percent,Environmental Accounts,86,F
2017,Solar,Closing stock,Dollars,Thousands,Environmental Accounts,21374,R
2017,Solar,Generation,Gigawatt hours,Actual,MBIE,61,F
2017,Solar,Gigawatt hours,Number,Percent,MBIE,0,F
2017,Solar,Opening stock,Dollars,Thousands,Environmental Accounts,11945,R
2017,Solar,Other changes,Dollars,Thousands,Environmental Accounts,9429,R
2017,Solar,Resource rent,Dollars,Thousands,Environmental Accounts,1282,R
2017,Total generation,Generation,Gigawatt hours,Actual,MBIE,42875,F
2017,Total generation,Prices,Number,Average,Electricity Authority,52,F
2017,Total generation,Resource rent,Dollars,Thousands,Environmental Accounts,907522,R
2017,Waste heat,Generation,Gigawatt hours,Actual,MBIE,51,F
2017,Wind,Closing stock,Dollars,Thousands,Environmental Accounts,842192,R
2017,Wind,Generation,Gigawatt hours,Actual,MBIE,2387,F
2017,Wind,Gigawatt hours,Number,Percent,MBIE,6,F
2017,Wind,Opening stock,Dollars,Thousands,Environmental Accounts,695702,R
2017,Wind,Other changes,Dollars,Thousands,Environmental Accounts,146490,R
2017,Wind,Resource rent,Dollars,Thousands,Environmental Accounts,50532,R
2017,Wood,Closing stock,Dollars,Thousands,Environmental Accounts,173531,R
2017,Wood,Generation,Gigawatt hours,Actual,MBIE,492,F
2017,Wood,Gigawatt hours,Number,Percent,MBIE,1,F
2017,Wood,Opening stock,Dollars,Thousands,Environmental Accounts,150252,R
2017,Wood,Other changes,Dollars,Thousands,Environmental Accounts,23279,R
2017,Wood,Resource rent,Dollars,Thousands,Environmental Accounts,10412,R
2018,Biogas,Closing stock,Dollars,Thousands,Environmental Accounts,74709,R
2018,Biogas,Generation,Gigawatt hours,Actual,MBIE,263,F
2018,Biogas,Gigawatt hours,Number,Percent,MBIE,1,F
2018,Biogas,Opening stock,Dollars,Thousands,Environmental Accounts,94883,R
2018,Biogas,Other changes,Dollars,Thousands,Environmental Accounts,-20174,R
2018,Biogas,Resource rent,Dollars,Thousands,Environmental Accounts,4483,R
2018,Coal,Generation,Gigawatt hours,Actual,MBIE,1273,F
2018,Gas,Generation,Gigawatt hours,Actual,MBIE,6876,F
2018,Geothermal,Closing stock,Dollars,Thousands,Environmental Accounts,2176664,R
2018,Geothermal,Generation,Gigawatt hours,Actual,MBIE,7669,F
2018,Geothermal,Gigawatt hours,Number,Percent,MBIE,18,F
2018,Geothermal,Opening stock,Dollars,Thousands,Environmental Accounts,2705018,R
2018,Geothermal,Other changes,Dollars,Thousands,Environmental Accounts,-528354,R
2018,Geothermal,Resource rent,Dollars,Thousands,Environmental Accounts,130600,R
2018,Hydro,Closing stock,Dollars,Thousands,Environmental Accounts,6961551,R
2018,Hydro,Generation,Gigawatt hours,Actual,MBIE,24528,F
2018,Hydro,Gigawatt hours,Number,Percent,MBIE,57,F
2018,Hydro,Opening stock,Dollars,Thousands,Environmental Accounts,9187431,R
2018,Hydro,Other changes,Dollars,Thousands,Environmental Accounts,-2225880,R
2018,Hydro,Resource rent,Dollars,Thousands,Environmental Accounts,417693,R
2018,Oil,Generation,Gigawatt hours,Actual,MBIE,6,F
2018,Renewable,Closing stock,Dollars,Thousands,Environmental Accounts,9921211,R
2018,Renewable,Generation,Gigawatt hours,Actual,MBIE,34956,F
2018,Renewable,Gigawatt hours,Number,Percent,MBIE,81,F
2018,Renewable,Opening stock,Dollars,Thousands,Environmental Accounts,13024430,R
2018,Renewable,Other changes,Dollars,Thousands,Environmental Accounts,-3103219,R
2018,Renewable,Resource rent,Dollars,Thousands,Environmental Accounts,595273,R
2018,Renewable,Resource rent,Number,Percent,Environmental Accounts,81,F
2018,Solar,Closing stock,Dollars,Thousands,Environmental Accounts,23459,R
2018,Solar,Generation,Gigawatt hours,Actual,MBIE,83,F
2018,Solar,Gigawatt hours,Number,Percent,MBIE,0,F
2018,Solar,Opening stock,Dollars,Thousands,Environmental Accounts,21374,R
2018,Solar,Other changes,Dollars,Thousands,Environmental Accounts,2085,R
2018,Solar,Resource rent,Dollars,Thousands,Environmental Accounts,1408,R
2018,Total generation,Generation,Gigawatt hours,Actual,MBIE,43156,F
2018,Total generation,Prices,Number,Average,Electricity Authority,86,F
2018,Total generation,Resource rent,Dollars,Thousands,Environmental Accounts,734912,R
2018,Waste heat,Generation,Gigawatt hours,Actual,MBIE,45,F
2018,Wind,Closing stock,Dollars,Thousands,Environmental Accounts,547999,R
2018,Wind,Generation,Gigawatt hours,Actual,MBIE,1931,F
2018,Wind,Gigawatt hours,Number,Percent,MBIE,4,F
2018,Wind,Opening stock,Dollars,Thousands,Environmental Accounts,842192,R
2018,Wind,Other changes,Dollars,Thousands,Environmental Accounts,-294193,R
2018,Wind,Resource rent,Dollars,Thousands,Environmental Accounts,32880,R
2018,Wood,Closing stock,Dollars,Thousands,Environmental Accounts,136828,R
2018,Wood,Generation,Gigawatt hours,Actual,MBIE,482,F
2018,Wood,Gigawatt hours,Number,Percent,MBIE,1,F
2018,Wood,Opening stock,Dollars,Thousands,Environmental Accounts,173531,R
2018,Wood,Other changes,Dollars,Thousands,Environmental Accounts,-36703,R
2018,Wood,Resource rent,Dollars,Thousands,Environmental Accounts,8210,R
2019,Biogas,Closing stock,Dollars,Thousands,Environmental Accounts,96378,R
2019,Biogas,Generation,Gigawatt hours,Actual,MBIE,261,F
2019,Biogas,Gigawatt hours,Number,Percent,MBIE,1,F
2019,Biogas,Opening stock,Dollars,Thousands,Environmental Accounts,74709,R
2019,Biogas,Other changes,Dollars,Thousands,Environmental Accounts,21669,R
2019,Biogas,Resource rent,Dollars,Thousands,Environmental Accounts,5783,R
2019,Coal,Generation,Gigawatt hours,Actual,MBIE,1871,F
2019,Gas,Generation,Gigawatt hours,Actual,MBIE,5054,R
2019,Geothermal,Closing stock,Dollars,Thousands,Environmental Accounts,2884227,R
2019,Geothermal,Generation,Gigawatt hours,Actual,MBIE,7815,F
2019,Geothermal,Gigawatt hours,Number,Percent,MBIE,18,F
2019,Geothermal,Opening stock,Dollars,Thousands,Environmental Accounts,2176664,R
2019,Geothermal,Other changes,Dollars,Thousands,Environmental Accounts,707563,R
2019,Geothermal,Resource rent,Dollars,Thousands,Environmental Accounts,173054,R
2019,Hydro,Closing stock,Dollars,Thousands,Environmental Accounts,9579808,R
2019,Hydro,Generation,Gigawatt hours,Actual,MBIE,25958,F
2019,Hydro,Gigawatt hours,Number,Percent,MBIE,59,F
2019,Hydro,Opening stock,Dollars,Thousands,Environmental Accounts,6961551,R
2019,Hydro,Other changes,Dollars,Thousands,Environmental Accounts,2618257,R
2019,Hydro,Resource rent,Dollars,Thousands,Environmental Accounts,574788,R
2019,Oil,Generation,Gigawatt hours,Actual,MBIE,12,F
2019,Renewable,Closing stock,Dollars,Thousands,Environmental Accounts,13540261,R
2019,Renewable,Generation,Gigawatt hours,Actual,MBIE,36690,F
2019,Renewable,Gigawatt hours,Number,Percent,MBIE,84,F
2019,Renewable,Opening stock,Dollars,Thousands,Environmental Accounts,9921211,R
2019,Renewable,Other changes,Dollars,Thousands,Environmental Accounts,3619050,R
2019,Renewable,Resource rent,Dollars,Thousands,Environmental Accounts,812416,R
2019,Renewable,Resource rent,Number,Percent,Environmental Accounts,84,F
2019,Solar,Closing stock,Dollars,Thousands,Environmental Accounts,40581,R
2019,Solar,Generation,Gigawatt hours,Actual,MBIE,110,F
2019,Solar,Gigawatt hours,Number,Percent,MBIE,0,F
2019,Solar,Opening stock,Dollars,Thousands,Environmental Accounts,23459,R
2019,Solar,Other changes,Dollars,Thousands,Environmental Accounts,17122,R
2019,Solar,Resource rent,Dollars,Thousands,Environmental Accounts,2435,R
2019,Total generation,Generation,Gigawatt hours,Actual,MBIE,43677,F
2019,Total generation,Prices,Number,Average,Electricity Authority,125,F
2019,Total generation,Resource rent,Dollars,Thousands,Environmental Accounts,967129,R
2019,Waste heat,Generation,Gigawatt hours,Actual,MBIE,51,F
2019,Wind,Closing stock,Dollars,Thousands,Environmental Accounts,768437,R
2019,Wind,Generation,Gigawatt hours,Actual,MBIE,2082,F
2019,Wind,Gigawatt hours,Number,Percent,MBIE,5,F
2019,Wind,Opening stock,Dollars,Thousands,Environmental Accounts,547999,R
2019,Wind,Other changes,Dollars,Thousands,Environmental Accounts,220438,R
2019,Wind,Resource rent,Dollars,Thousands,Environmental Accounts,46106,R
2019,Wood,Closing stock,Dollars,Thousands,Environmental Accounts,170829,R
2019,Wood,Generation,Gigawatt hours,Actual,MBIE,463,F
2019,Wood,Gigawatt hours,Number,Percent,MBIE,1,F
2019,Wood,Opening stock,Dollars,Thousands,Environmental Accounts,136828,R
2019,Wood,Other changes,Dollars,Thousands,Environmental Accounts,34001,R
2019,Wood,Resource rent,Dollars,Thousands,Environmental Accounts,10250,R
2020,Biogas,Closing stock,Dollars,Thousands,Environmental Accounts,130997,R
2020,Biogas,Generation,Gigawatt hours,Actual,MBIE,266,F
2020,Biogas,Gigawatt hours,Number,Percent,MBIE,1,F
2020,Biogas,Opening stock,Dollars,Thousands,Environmental Accounts,96378,R
2020,Biogas,Other changes,Dollars,Thousands,Environmental Accounts,34619,R
2020,Biogas,Resource rent,Dollars,Thousands,Environmental Accounts,7860,R
2020,Coal,Generation,Gigawatt hours,Actual,MBIE,1965,F
2020,Gas,Generation,Gigawatt hours,Actual,MBIE,5401,R
2020,Geothermal,Closing stock,Dollars,Thousands,Environmental Accounts,3870522,R
2020,Geothermal,Generation,Gigawatt hours,Actual,MBIE,7869,F
2020,Geothermal,Gigawatt hours,Number,Percent,MBIE,18,F
2020,Geothermal,Opening stock,Dollars,Thousands,Environmental Accounts,2884227,R
2020,Geothermal,Other changes,Dollars,Thousands,Environmental Accounts,986295,R
2020,Geothermal,Resource rent,Dollars,Thousands,Environmental Accounts,232231,R
2020,Hydro,Closing stock,Dollars,Thousands,Environmental Accounts,12530668,R
2020,Hydro,Generation,Gigawatt hours,Actual,MBIE,25477,F
2020,Hydro,Gigawatt hours,Number,Percent,MBIE,58,F
2020,Hydro,Opening stock,Dollars,Thousands,Environmental Accounts,9579808,R
2020,Hydro,Other changes,Dollars,Thousands,Environmental Accounts,2950859,R
2020,Hydro,Resource rent,Dollars,Thousands,Environmental Accounts,751840,R
2020,Oil,Generation,Gigawatt hours,Actual,MBIE,3,F
2020,Renewable,Closing stock,Dollars,Thousands,Environmental Accounts,17946630,R
2020,Renewable,Generation,Gigawatt hours,Actual,MBIE,36488,F
2020,Renewable,Gigawatt hours,Number,Percent,MBIE,83,F
2020,Renewable,Opening stock,Dollars,Thousands,Environmental Accounts,13540261,R
2020,Renewable,Other changes,Dollars,Thousands,Environmental Accounts,4406369,R
2020,Renewable,Resource rent,Dollars,Thousands,Environmental Accounts,1076798,R
2020,Renewable,Resource rent,Number,Percent,Environmental Accounts,83,F
2020,Solar,Closing stock,Dollars,Thousands,Environmental Accounts,66437,R
2020,Solar,Generation,Gigawatt hours,Actual,MBIE,135,F
2020,Solar,Gigawatt hours,Number,Percent,MBIE,0,F
2020,Solar,Opening stock,Dollars,Thousands,Environmental Accounts,40581,R
2020,Solar,Other changes,Dollars,Thousands,Environmental Accounts,25856,R
2020,Solar,Resource rent,Dollars,Thousands,Environmental Accounts,3986,R
2020,Total generation,Generation,Gigawatt hours,Actual,MBIE,43901,R
2020,Total generation,Prices,Number,Average,Electricity Authority,96,F
2020,Total generation,Resource rent,Dollars,Thousands,Environmental Accounts,1295556,R
2020,Waste heat,Generation,Gigawatt hours,Actual,MBIE,44,F
2020,Wind,Closing stock,Dollars,Thousands,Environmental Accounts,1118519,R
2020,Wind,Generation,Gigawatt hours,Actual,MBIE,2274,R
2020,Wind,Gigawatt hours,Number,Percent,MBIE,5,F
2020,Wind,Opening stock,Dollars,Thousands,Environmental Accounts,768437,R
2020,Wind,Other changes,Dollars,Thousands,Environmental Accounts,350082,R
2020,Wind,Resource rent,Dollars,Thousands,Environmental Accounts,67111,R
2020,Wood,Closing stock,Dollars,Thousands,Environmental Accounts,229488,R
2020,Wood,Generation,Gigawatt hours,Actual,MBIE,467,F
2020,Wood,Gigawatt hours,Number,Percent,MBIE,1,F
2020,Wood,Opening stock,Dollars,Thousands,Environmental Accounts,170829,R
2020,Wood,Other changes,Dollars,Thousands,Environmental Accounts,58659,R
2020,Wood,Resource rent,Dollars,Thousands,Environmental Accounts,13769,R
2021,Biogas,Closing stock,Dollars,Thousands,Environmental Accounts,95401,R
2021,Biogas,Generation,Gigawatt hours,Actual,MBIE,274,F
2021,Biogas,Gigawatt hours,Number,Percent,MBIE,1,F
2021,Biogas,Opening stock,Dollars,Thousands,Environmental Accounts,130997,R
2021,Biogas,Other changes,Dollars,Thousands,Environmental Accounts,-35596,R
2021,Biogas,Resource rent,Dollars,Thousands,Environmental Accounts,4770,R
2021,Coal,Generation,Gigawatt hours,Actual,MBIE,2663,F
2021,Gas,Generation,Gigawatt hours,Actual,MBIE,5703,R
2021,Geothermal,Closing stock,Dollars,Thousands,Environmental Accounts,2742884,R
2021,Geothermal,Generation,Gigawatt hours,Actual,MBIE,7877,F
2021,Geothermal,Gigawatt hours,Number,Percent,MBIE,18,F
2021,Geothermal,Opening stock,Dollars,Thousands,Environmental Accounts,3870522,R
2021,Geothermal,Other changes,Dollars,Thousands,Environmental Accounts,-1127638,R
2021,Geothermal,Resource rent,Dollars,Thousands,Environmental Accounts,137144,R
2021,Hydro,Closing stock,Dollars,Thousands,Environmental Accounts,8172965,R
2021,Hydro,Generation,Gigawatt hours,Actual,MBIE,23472,F
2021,Hydro,Gigawatt hours,Number,Percent,MBIE,55,F
2021,Hydro,Opening stock,Dollars,Thousands,Environmental Accounts,12530668,R
2021,Hydro,Other changes,Dollars,Thousands,Environmental Accounts,-4357702,R
2021,Hydro,Resource rent,Dollars,Thousands,Environmental Accounts,408648,R
2021,Oil,Generation,Gigawatt hours,Actual,MBIE,19,F
2021,Renewable,Closing stock,Dollars,Thousands,Environmental Accounts,12023909,R
2021,Renewable,Generation,Gigawatt hours,Actual,MBIE,34532,R
2021,Renewable,Gigawatt hours,Number,Percent,MBIE,80,F
2021,Renewable,Opening stock,Dollars,Thousands,Environmental Accounts,17946630,R
2021,Renewable,Other changes,Dollars,Thousands,Environmental Accounts,-5922721,R
2021,Renewable,Resource rent,Dollars,Thousands,Environmental Accounts,601195,R
2021,Renewable,Resource rent,Number,Percent,Environmental Accounts,80,F
2021,Solar,Closing stock,Dollars,Thousands,Environmental Accounts,60175,R
2021,Solar,Generation,Gigawatt hours,Actual,MBIE,173,F
2021,Solar,Gigawatt hours,Number,Percent,MBIE,0,F
2021,Solar,Opening stock,Dollars,Thousands,Environmental Accounts,66437,R
2021,Solar,Other changes,Dollars,Thousands,Environmental Accounts,-6262,R
2021,Solar,Resource rent,Dollars,Thousands,Environmental Accounts,3009,R
2021,Total generation,Generation,Gigawatt hours,Actual,MBIE,42955,R
2021,Total generation,Prices,Number,Average,Electricity Authority,139,F
2021,Total generation,Resource rent,Dollars,Thousands,Environmental Accounts,747843,R
2021,Waste heat,Generation,Gigawatt hours,Actual,MBIE,38,F
2021,Wind,Closing stock,Dollars,Thousands,Environmental Accounts,791148,R
2021,Wind,Generation,Gigawatt hours,Actual,MBIE,2272,R
2021,Wind,Gigawatt hours,Number,Percent,MBIE,5,F
2021,Wind,Opening stock,Dollars,Thousands,Environmental Accounts,1118519,R
2021,Wind,Other changes,Dollars,Thousands,Environmental Accounts,-327371,R
2021,Wind,Resource rent,Dollars,Thousands,Environmental Accounts,39557,R
2021,Wood,Closing stock,Dollars,Thousands,Environmental Accounts,161336,R
2021,Wood,Generation,Gigawatt hours,Actual,MBIE,463,F
2021,Wood,Gigawatt hours,Number,Percent,MBIE,1,F
2021,Wood,Opening stock,Dollars,Thousands,Environmental Accounts,229488,R
2021,Wood,Other changes,Dollars,Thousands,Environmental Accounts,-68152,R
2021,Wood,Resource rent,Dollars,Thousands,Environmental Accounts,8067,R
2022,Biogas,Closing stock,Dollars,Thousands,Environmental Accounts,121026,R
2022,Biogas,Generation,Gigawatt hours,Actual,MBIE,264,F
2022,Biogas,Gigawatt hours,Number,Percent,MBIE,1,F
2022,Biogas,Opening stock,Dollars,Thousands,Environmental Accounts,95401,R
2022,Biogas,Other changes,Dollars,Thousands,Environmental Accounts,25625,R
2022,Biogas,Resource rent,Dollars,Thousands,Environmental Accounts,6051,R
2022,Coal,Generation,Gigawatt hours,Actual,MBIE,2434,F
2022,Gas,Generation,Gigawatt hours,Actual,MBIE,4872,R
2022,Geothermal,Closing stock,Dollars,Thousands,Environmental Accounts,3652730,R
2022,Geothermal,Generation,Gigawatt hours,Actual,MBIE,7957,F
2022,Geothermal,Gigawatt hours,Number,Percent,MBIE,18,F
2022,Geothermal,Opening stock,Dollars,Thousands,Environmental Accounts,2742884,R
2022,Geothermal,Other changes,Dollars,Thousands,Environmental Accounts,909846,R
2022,Geothermal,Resource rent,Dollars,Thousands,Environmental Accounts,182637,R
2022,Hydro,Closing stock,Dollars,Thousands,Environmental Accounts,11146909,R
2022,Hydro,Generation,Gigawatt hours,Actual,MBIE,24281,F
2022,Hydro,Gigawatt hours,Number,Percent,MBIE,56,F
2022,Hydro,Opening stock,Dollars,Thousands,Environmental Accounts,8172965,R
2022,Hydro,Other changes,Dollars,Thousands,Environmental Accounts,2973944,R
2022,Hydro,Resource rent,Dollars,Thousands,Environmental Accounts,557345,R
2022,Oil,Generation,Gigawatt hours,Actual,MBIE,21,F
2022,Renewable,Closing stock,Dollars,Thousands,Environmental Accounts,16500117,R
2022,Renewable,Generation,Gigawatt hours,Actual,MBIE,35941,R
